date,total_for_foreign,total_cash,grand_total,exchange_rate,url
تـاريخ البيع - ليوم الخميس 2019/1/17 والمنفذ يوم الأربعاء 2019/1/16  ,"258,032,865","20,250,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/480
تـاريخ البيع - ليوم الأحد 2019/1/20 والمنفذ يوم الخميس 2019/1/17  ,"212,203,500","20,490,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/481
تـاريخ البيع - ليوم الأثنين 2019/1/21 والمنفذ يوم الأحد 2019/1/20  ,"207,154,610","28,260,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/482
تـاريخ البيع - ليوم الثلاثاء 2019/1/22 والمنفذ يوم الأثنين 2019/1/21  ,"185,266,629","25,210,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/483
تـاريخ البيع - ليوم الأربعاء 2019/1/23 والمنفذ يوم الثلاثاء 2019/1/22  ,"198,419,200","24,540,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/484
تـاريخ البيع - ليوم الخميس 2019/1/24 والمنفذ يوم الأربعاء 2019/1/23  ,"209,593,260","18,420,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/485
تـاريخ البيع - ليوم الأحد 2019/1/27 والمنفذ يوم الخميس 2019/1/24  ,"209,317,624","21,400,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/486
تـاريخ البيع - ليوم الأثنين 2019/1/28 والمنفذ يوم الأحد 2019/1/27  ,"190,194,158","26,570,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/487
تـاريخ البيع - ليوم الثلاثاء 2019/1/29 والمنفذ يوم الأثنين 2019/1/28  ,"199,013,459","24,200,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/488
تـاريخ البيع - ليوم الأربعاء 2019/1/30 والمنفذ يوم الثلاثاء 2019/1/29  ,"164,198,000","24,880,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/489
تـاريخ البيع - ليوم الخميس 2019/1/31 والمنفذ يوم الأربعاء 2019/1/30  ,"165,918,827","19,240,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/490
تـاريخ البيع - ليوم الأحد 2019/2/3 والمنفذ يوم الخميس 2019/1/31  ,"167,281,582","18,710,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/491
تـاريخ البيع - ليوم الأثنين 2019/2/4 والمنفذ يوم الأحد 2019/2/3  ,"157,637,511","26,970,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/492
تـاريخ البيع - ليوم الثلاثاء 2019/2/5 والمنفذ يوم الأثنين 2019/2/4  ,"133,121,900","21,980,000","155,101,900",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/493
تـاريخ البيع - ليوم الأربعاء 2019/2/6 والمنفذ يوم الثلاثاء 2019/2/5  ,"120,429,996","25,440,000","145,869,996",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/494
تـاريخ البيع - ليوم الخميس 2019/2/7 والمنفذ يوم الأربعاء 2019/2/6  ,"115,199,380","18,110,000","133,309,380",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/495
تـاريخ البيع - ليوم الاحد 2019/2/10 والمنفذ يوم الخميس 2019/2/7  ,"117,261,040","19,690,000","136,951,040",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/496
تـاريخ البيع - ليوم الأثنين 2019/2/11 والمنفذ يوم الأحد 2019/2/10  ,"131,618,629","26,750,000","158,368,629",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/497
تـاريخ البيع - ليوم الثلاثاء 2019/2/12 والمنفذ يوم الأثنين 2019/2/11  ,"122,956,661","24,000,000","146,956,661",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/498
تـاريخ البيع - ليوم الأربعاء 2019/2/13 والمنفذ يوم الثلاثاء 2019/2/12  ,"150,661,615","24,120,000","174,781,615",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/499
تـاريخ البيع - ليوم الخميس 2019/2/14 والمنفذ يوم ,اجمالي البيع لأغراض تعزيز الارصدة في الخارج (حوالات،إعتمادات),اجمالي البيع النقدي,اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/500
تـاريخ البيع - ليوم الأحد 2019/2/17 والمنفذ يوم الخميس,اجمالي البيع لأغراض تعزيز الارصدة في الخارج (حوالات،إعتمادات),اجمالي البيع النقدي,اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/501
تـاريخ البيع - ليوم الأثنين 2019/2/18 والمنفذ يوم الأحد 2019/2/17  ,"157,742,129","26,760,000","184,502,129",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/502
تـاريخ البيع - ليوم الثلاثاء 2019/2/19 والمنفذ يوم الأثنين 2019/2/18  ,"151,241,366","23,230,000","174,471,366",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/503
تـاريخ البيع - ليوم الاربعاء 2019/2/20 والمنفذ يوم الثلاثاء 2019/2/19  ,"149,749,851","24,600,000","174,349,851",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/504
تـاريخ البيع - ليوم الخميس 2019/2/21 والمنفذ يوم الاربعاء 2019/2/20  ,"156,211,077","19,870,000","176,081,077",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/505
تـاريخ البيع - ليوم الأحد 2019/2/24 والمنفذ يوم الخميس 2019/2/21  ,"154,994,565","20,950,000","175,944,565",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/506
تـاريخ البيع - ليوم الأثنين 2019/2/25 والمنفذ يوم الأحد 2019/2/24  ,"151,974,500","26,690,000","178,664,500",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/507
تـاريخ البيع - ليوم الثلاثاء 2019/2/26 والمنفذ يوم الأثنين 2019/2/25  ,"140,714,520","23,090,000","163,804,520",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/508
تـاريخ البيع - ليوم الاربعاء 2019/2/27 والمنفذ يوم الثلاثاء 2019/2/26  ,"135,400,864","24,810,000","160,210,864",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/509
تـاريخ البيع - ليوم الخميس 2019/2/28 والمنفذ يوم الاربعاء 2019/2/27  ,"120,861,000","19,520,000","140,381,000",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/510
تـاريخ البيع - ليوم الاحد 2019/3/3 والمنفذ يوم الخميس 2019/2/28  ,"134,102,143","19,760,000","153,862,143",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/511
تـاريخ البيع - ليوم الأثنين 2019/3/4 والمنفذ يوم الأحد 2019/3/3  ,"149,085,273","28,030,000","177,115,273",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/512
تـاريخ البيع - ليوم الثلاثاء 2019/3/5 والمنفذ يوم الأثنين 2019/3/4  ,"119,795,600","22,100,000","141,895,600",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/513
تـاريخ البيع - ليوم الأربعاء 2019/3/6 والمنفذ يوم الثلاثاء 2019/3/5  ,"122,687,877","25,730,000","148,417,877",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/514
تـاريخ البيع - ليوم الخميس 2019/3/7 والمنفذ يوم الأربعاء 2019/3/6  ,"119,487,000","19,090,000","138,577,000",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/515
تـاريخ البيع - ليوم الأحد 2019/3/10 والمنفذ يوم الخميس 2019/3/7  ,"135,347,618","18,930,000","154,277,618",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/516
تـاريخ البيع - ليوم الأثنين 2019/3/11  والمنفذ يوم الأحد 2019/3/10  ,"137,052,952","29,080,000","166,132,952",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/517
تـاريخ البيع - ليوم الثلاثاء 2019/3/12  والمنفذ يوم الأثنين 2019/3/11  ,"147,990,450","23,150,000","171,140,450",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/518
تـاريخ البيع - ليوم الأربعاء 2019/3/13  والمنفذ يوم الثلاثاء 2019/3/12  ,"159,681,636","24,530,000","184,211,636",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/519
تـاريخ البيع - ليوم الخميس 2019/3/14  والمنفذ يوم الأربعاء 2019/3/13  ,"175,852,780","20,370,000","196,222,780",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/520
تـاريخ البيع - ليوم الأحد 2019/3/17  والمنفذ يوم الخميس 2019/3/14  ,"182,454,484","20,460,000","202,914,484",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/521
تـاريخ البيع - ليوم الأثنين 2019/3/18  والمنفذ يوم الأحد 2019/3/17  ,"171,445,941","27,610,000","199,055,941",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/522
تـاريخ البيع - ليوم الثلاثاء 2019/3/19  والمنفذ يوم الأثنين 2019/3/18  ,"162,598,843","24,270,000","186,868,843",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/523
تـاريخ البيع - ليوم الأربعاء 2019/3/20  والمنفذ يوم الثلاثاء 2019/3/19  ,"167,671,250","25,300,000","192,971,250",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/524
تـاريخ البيع - ليوم الخميس 2019/3/21  والمنفذ يوم الأربعاء 2019/3/20  ,"173,410,101","17,760,000","191,170,101",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/525
تـاريخ البيع - ليوم الأحد 2019/3/24  والمنفذ يوم الأربعاء 2019/3/20  ,"168,740,600","21,650,000","190,390,600",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/526
تـاريخ البيع - ليوم الأحد 2019/3/24  والمنفذ يوم الأربعاء 2019/3/20  ,"168,740,600","21,510,000","190,250,600",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/527
